ICAO,name,CMX,bpt_file,lw_rule,num_built,active,year_introduced,year_last_produced,year_retired,manufacturer,country,length,wingspan,wingspan_swept_folded,lw_rule2,engine_type,engine_position,num_engines,description,wing_position,wing_shape,wingtip_tanks,winglets,canards,amphibious,awacs,twin_boom,tail_position,num_tail_fins,Notes,bpt_file2
KODIF,Kodiak 100 Series Amphibious,C,KODIF_WM.png,AC2,150,True,2007,,,DAHER,USA,10.41,13.72,,,prop,['nose'],1,A1P,high,straight,False,False,False,True,False,False,fuselage,1,,
KRAG,J-20 Kraguj,M,s-l1200.jpg,AC0,43,True,1964,1977,1989,SOKO,YUGOSLAVIA,7.93,10.64,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
L1011,L-1011-100 TriStar ,M,lockheed-l-1011-tristar.jpg,AC0,175,True,1968,1984,,LOCKHEED,USA,54.17,47.35,,,jet,"['wings', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,fuselage,1,,
L1015,L-1011-500 TriStar,M,L101_TriStar.png,AC0,75,True,1979,1984,,LOCKHEED,USA,50.05,50.09,,,jet,"['wings', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,fuselage,1,,
L13,L-13 Grasshopper,X,l13.jpg,AC0,302,True,1947,,,STINSON,USA,9.68,12.332,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,cruciform,1,,
L13M,L-13 Blanik,C,let_l_13_blanik-58532.jpg,AC0,3000,True,1958,1978,,LET,CZECHOSLOVAKIA,8.4,16.2,,,none,['none'],0,L0G,high,straight,False,False,False,False,False,False,fuselage,1,,
L159,L-159 Albatros 2,M,17174_8-auto_downl.jpg,AC2,72,True,1997,2003,,AERO VODOCHODY,CZECHOSLOVAKIA,12.7,9.5,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
L1649,L-1649A Super Star Constellation,M,L1449.jpg,AC0,40,True,1956,1958,1982,LOCKHEED,USA,35.41,46,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,3,,
L18,"C-56, C-57, C-60, R5O Lodestar",M,C-60A.png,AC0,625,True,1940,,,LOCKHEED,USA,15.19,19.96,,,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,False,fuselage,2,,
L188,L-188 Electra,M,L188.jpeg,AC0,170,True,1957,1961,,LOCKHEED,USA,31.8,30.4,,,prop,['wings'],4,L4T,low,straight,False,False,False,False,False,False,fuselage,1,,
L200,L-200 Morava,X,L200.png,AC0,367,True,1957,1964,,LET,CZECHOSLOVAKIA,8.61,12.31,,,prop,['wings'],2,L2P,low,straight,True,False,False,False,False,False,fuselage,2,,
L29,L-29,M,L-29.png,AC0,3685,True,1963,1974,,AERO VODOCHODY,CZECHOSLOVAKIA,10.81,10.29,,,jet,['fuselage'],1,L1J,mid,straight,False,False,False,False,False,False,T-tail,1,,
L29B,"L-1329, Jetstar 2/731, C-140",M,lockheed-1329-jetstar.jpg,AC2,202,True,1961,1980,1990,LOCKHEED,USA,18.41,16.59,,,jet,['hips'],4,L4J,low,swept,False,False,False,False,False,False,cruciform,1,,
L39,L-39 Albatros,M,L39_3D.jpg,AC0,2900,True,1972,1996,,AERO VODOCHODY,CZECHOSLOVAKIA,12.13,9.46,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
L410,L-410 Turbolet,X,L410_3D.jpg,AC2,1000,True,1970,,,LET,CZECHOSLOVAKIA,13.61,17.48,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
L420,L-420 Turbolet,X,let-l-410uvp-e20-turbolet.png,AC2,200,True,1970,,,LET,CZECHOSLOVAKIA,14.425,19.98,,,prop,['wings'],2,L2T,high,straight,True,False,False,False,False,False,fuselage,1,,
L5,L-5 Sentinel,C,stinson-l-5g-sentinel.png,AC0,3590,True,1942,1945,,STINSON,USA,7.34,10.36,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
L60,L-60 Brigadyr,M,let-l-60-brigadyr.png,AC0,273,True,1953,1960,1974,AERO,CZECHOSLOVAKIA,8.54,13.96,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
L610,L-610,X,L610_3D.jpg,AC2,8,True,1988,,,LET,CZECHOSLOVAKIA,21.419,25.6,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,cruciform,1,,
LA11,La-11,M,Lavochkin_La-11.jpg,AC2,1232,True,1950,1951,1966,LAVOCHKIN,RUSSIA,8.62,9.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
LA25,LA-250 Renegade,C,LA25_3D.jpg,AC0,100,True,1982,,,LAKE,USA,8.64,11.58,,,prop,['fuselage'],1,A1P,mid,straight,False,False,False,False,False,False,cruciform,1,,
LA3,LaGG-3,M,lavochkin-gorbunov-gudkov-lagg-3.jpg,AC2,6528,False,1941,1944,1944,LAVOCHKIN,RUSSIA,8.81,9.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
LA4,LA-4 Buccaneer,C,LA4_3D.jpg,AC2,1000,True,1960,,,LAKE,USA,7.59,11.58,,,prop,['fuselage'],1,A1P,high,straight,False,False,False,False,False,False,cruciform,1,,
LA7,La-7,M,Lavochkin_La-7.png,AC2,6385,False,1944,1946,1952,LAVOCHKIN,RUSSIA,8.6,9.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
LA9,La-9,M,R.png,AC2,1559,False,1946,1978,,LAVOCHKIN,RUSSIA,8.63,9.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
LANC,Lancaster,M,avro-683-lancaster-1941-england.jpg,AC0,7377,True,1942,,1964,AVRO,UK,21.13,31.09,,,prop,['wings'],4,L4P,mid,straight,False,False,False,False,False,False,fuselage,2,,
LGEZ,61 Long-EZ,C,longez_3v.jpg,AC7,833,True,1979,2021,,RUTAN,USA,5.12,7.96,,,prop,['tail'],1,L1P,mid,swept,False,True,True,False,False,False,none,0,,
LJ23,Learjet 23,C,learjet_23.jpg,AC1,101,True,1964,1966,,GATES,USA,13.18,10.84,,,jet,['hips'],2,L2J,low,straight,True,False,False,False,False,False,T-tail,1,,
LJ24,Learjet 24,C,LJ24_3D.jpg,AC1,259,True,1966,1977,,GATES,USA,13.18,10.84,,,jet,['hips'],2,L2J,low,straight,True,False,False,False,False,False,T-tail,1,,
LJ25,Learjet 25,C,LJ25_walkaround.png,AC4,369,True,1967,1982,,GATES,USA,14.5,10.84,,,jet,['hips'],2,L2J,low,straight,True,False,False,False,False,False,T-tail,1,,
LJ28,Learjet 28,C,LJ28_3D.jpg,AC2,9,True,1977,1982,,GATES,USA,14.5,13.35,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
LJ31,Learjet 31,C,LJ31_3D.jpg,AC7,246,True,1990,2003,,GATES,USA,14.83,13.33,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
LJ35,Learjet 35,C,LJ35_3D.jpg,AC7,738,True,1973,1994,,GATES,USA,14.83,12.04,,,jet,['hips'],2,L2J,low,straight,True,False,False,False,False,False,T-tail,1,,
LJ40,Learjet 40,C,Learjet_40.jpeg,AC7,5,True,2004,2013,,GATES,USA,16.93,14.56,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
LJ45,Learjet 45,C,LJ45_3D.jpg,AC7,642,True,1998,2012,,GATES,USA,17.68,14.58,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
LJ55,Learjet 55,C,LJ55_3D.jpg,AC2,147,True,1981,1987,,GATES,USA,16.8,13.3,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
LJ60,Learjet 60,C,LJ60_3D.jpg,AC7,400,True,1993,2012,,GATES,USA,17.9,13.4,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
LJ70,Learjet 70,C,LJ70-top.jpg,AC7,70,True,2013,,,GATES,USA,17.1,15.5,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
LJ75,Learjet 75,C,Learjet75-top.png,AC7,75,True,2013,,,GATES,USA,17.7,15.5,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
LNC2,Lancair 320,C,LNC2_3D_s12h.jpg,AC2,10,True,1988,,,LANCAIR,USA,6.4,7.16,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
LNC4,IV,C,Lancair_IV.png,AC2,360,True,2011,2012,,LANCAIR,USA,7.62,9.93,,,prop,['nose'],1,L1P,low,straight,False,True,False,False,False,False,fuselage,1,,
LNCE,ES,C,Lancair_ES.png,AC2,90,True,2011,2012,,LANCAIR,USA,7.62,10.82,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
LNP4,PropJet,C,,,100,True,2011,2012,,LANCAIR,USA,7.92,10.49,,,prop,['nose'],1,L1P,low,straight,False,True,False,False,False,False,fuselage,1,,
LTNG,BAC Lightning,M,BAC_Lightning_F_Mk.6.png,AC1,337,True,1960,,1988,BAC,UK,16.84,10.62,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,1,,
LYSA,Lysander,X,Westland_Lysander.png,AC2,1786,True,1938,,1946,WESTLAND,UK,9.3,15.24,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
M101,M-101T,C,,,4,True,,,,MYASISHCHEV,RUSSIA,9.975,13,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
M15,M-15 Belphegor,X,M15.png,AC0,175,True,1973,1981,,PZL-MIELEC,POLAND,12.72,22.33,,,jet,['fuselage'],1,L1J,high,straight,False,False,False,False,False,True,T-tail,2,,
M18,M-18 Dromader,X,M18_3D.jpg,AC0,759,True,1976,,,PZL-MIELEC,POLAND,9.5,17.7,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
M20P,"M-20(A, B, C, D, E)",C,M20P.jpg,AC2,6000,True,1955,1975,,MOONEY,USA,7.06,10.67,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
M20T,"M-20(J, K, M)",C,Mooney_M20R_Ovation2_janes11.png,AC2,5000,True,1977,,,MOONEY,USA,7.75,11,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
M28,M28 Skytruck,M,,,200,True,1984,1993,,PZL MIELEC,POLAND,13.1,22.06,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,2,,
M326,MB-326,M,aermacchi_mb_326h-80171.jpg,AC0,800,True,1962,1975,,AERMACCHI,ITALY,10.65,10.15,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
M339,MB-339,M,M339_3D.jpg,AC2,230,True,1979,,,AERMACCHI,ITALY,11,10.9,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
M404,"4-0-4, RM-1, VC-3A",M,Martin_RM-1.png,AC0,103,True,1951,1953,,MARTIN,USA,22.73,28.42,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
M5,M-5,C,maule_m_5-85463.jpg,AC2,855,True,1974,1983,,MAULE,USA,6.93,9.4,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
M55,"M-17, M-55 Geophysica",M,Myasishchev_M-55_Geophysica.png,AC0,8,True,,,,MYASISHCHEV,RUSSIA,22.867,37.46,,,jet,['fuselage'],2,L2J,high,straight,False,False,False,False,False,False,T-tail,2,,
M600,PA-46-600TP M600,C,Piper_M-600.png,AC2,235,True,2016,,,PIPER,USA,9.1,13.2,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
M7,M-7,C,25231-mid.jpg,AC2,500,True,1984,,,MAULE,USA,7.21,10.03,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
M7F,M-7 floatplane,C,M7F_gimp.jpg,AC2,500,True,1984,,,MAULE,USA,7.21,10.03,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
MA60,MA60,M,XAC_MA60_janes04.png,AC0,110,True,2000,,,XIAN,CHINA,24.71,29.2,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
MAJR,La-5,M,lavochkin-la-5.jpg,AC2,9920,False,1942,1950,,LAVOCHKIN,RUSSIA,8.67,9.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
MD11,MD-11,C,McDonnell_Douglas_MD-11.png,AC0,200,True,1990,2000,,MCDONNELL DOUGLAS,USA,61.62,51.7,,,jet,"['wings', 'tail']",3,L3J,low,swept,False,True,False,False,False,False,fuselage,1,,
MD12,MD-12,M,md12f-1.png,AC0,3,True,1961,,1967,PZL-OKECIE,POLAND,15.8,23.2,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,1,,
MD45,MD-450 Ouragan,M,dassault_md_450_ouragan-2.jpg,AC2,567,True,1952,1954,1985,DASSAULT,FRANCE,10.73,13.16,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,cruciform,1,,
MD80,"MD-81, MD-82, MD-83, MD-88",C,MD83_3D.jpg,AC7,1146,True,1980,1999,,MCDONNELL DOUGLAS,USA,45.06,32.87,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
MD87,MD-87,C,MD-87.png,AC7,75,True,1980,1999,,MCDONNELL DOUGLAS,USA,39.75,32.87,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
MD90,MD-90,C,MD90_3D.jpg,AC7,116,True,1995,2000,2020,MCDONNELL DOUGLAS,USA,46.5,32.9,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
ME09,Bf-109,M,Messerschmitt_Bf_109_T-1.jpg,AC2,35000,True,1937,1945,1945,MESSERSCHMITT,GERMANY,8.95,11.09,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,cruciform,1,,
METR,Meteor,M,gloster-meteor-nf-12.jpg,AC2,3947,True,1944,1955,1980,GLOSTER,UK,15.2,13.1,,,jet,['wings'],2,L2J,mid,straight,False,False,False,False,False,False,cruciform,1,,
MG15,MiG-15 Fagot,M,Mikoyan-Gurevich_MiG-15.png,AC2,17000,True,1949,1968,,MIKOYAN,RUSSIA,10.102,10.085,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,cruciform,1,,
MG17,MiG-17 Fresco,M,north-vietnam-fresco.jpg,AC7,10649,True,1952,,,MIKOYAN,RUSSIA,11.264,9.628,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,cruciform,1,J5,
MG19,MiG-19 Farmer,M,mikoyan_gurevich_mig_19.png,AC2,2280,True,1955,1968,,MIKOYAN,RUSSIA,12.54,9,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,1,J6,
MG21,MiG-21 Fishbed,M,R.png,AC3,11496,True,1959,1985,,MIKOYAN,RUSSIA,13.9,7.15,,,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,fuselage,1,,
MG23,MiG-23 Flogger,M,mg23.jpeg,AC1,5047,True,1970,1985,,MIKOYAN,RUSSIA,16.8,14.25,8.17,AC9,jet,['fuselage'],1,L1J,high,swing,False,False,False,False,False,False,fuselage,1,,
MG25,MiG-25 Foxbat,M,Mig-25.jpg,AC0,1186,True,1970,1984,,MIKOYAN,RUSSIA,19.4,13.95,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,2,,
MG27,MiG-27 Flogger,M,MiG-27.jpeg,AC1,1075,True,1975,1994,,MIKOYAN,RUSSIA,17.08,13.97,7.78,AC9,jet,['fuselage'],1,L1J,high,swing,False,False,False,False,False,False,fuselage,1,,
MG29,MiG-29 Fulcrum,M,mig_29_fulcrum.png,AC1,1600,True,1983,,,MIKOYAN,RUSSIA,17.2,11.5,,,jet,['fuselage'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,2,,
MG31,MiG-31 Foxhound,M,Mikoyan_MiG-31.png,AC1,519,True,1981,1994,,MIKOYAN,RUSSIA,22.7,13.5,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,2,,
MG35,MiG-35 Fulcrum-F,M,MiG-35.jpg,AC7,8,True,2019,,,MIKOYAN,RUSSIA,17.3,12,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,2,,
MGM1,MGM-1 Matador,M,Matador.jpg,AC7,100,True,1952,1962,,MARTIN,USA,12.04,8.71,,,jet,['fuselage'],1,L1J,high,swept,False,False,False,False,False,False,T-tail,1,,
MGM13,MGM-13 Mace,M,Mace.jpg,AC7,100,True,1959,,1970,MARTIN,USA,13.56,6.99,,,jet,['fuselage'],1,L1J,high,swept,False,False,False,False,False,False,T-tail,1,,
MIMU,MM-1 Midget Mustang,C,MIMU.jpeg,AC0,435,True,1948,,,MUSTANG,USA,5,5.64,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
MIR2,Mirage 2000 Vajra,M,MIR2_3D.jpg,AC1,601,True,1984,2007,,DASSAULT,FRANCE,14.36,9.13,,,jet,['fuselage'],1,L1J,low,delta,False,False,False,False,False,False,none,1,,
MIR3,Mirage-III,M,R.jpeg,AC1,1422,True,1961,,,DASSAULT,FRANCE,15.5,8.22,,,jet,['fuselage'],1,L1J,low,delta,False,False,False,False,False,False,none,1,,
MIR4,Mirage-IV,M,MIR4-greeen.png,AC1,66,True,1963,1968,,DASSAULT,FRANCE,22.88,11.85,,,jet,['fuselage'],2,L2J,low,delta,False,False,False,False,False,False,none,1,,
MIR5,Mirage-5,M,mirage5_3v.jpg,AC1,582,True,1967,,,DASSAULT,FRANCE,15.55,8.22,,,jet,['fuselage'],1,L1J,low,delta,False,False,False,False,False,False,none,1,,
MJ2,MJ-2 Tempete,C,MJ2.jpg,AC2,60,True,,,,JURCA,FRANCE,5.85,6,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
MOSQ,DH-98 Mosquito,M,Mosquito_color2.jpg,AC0,7781,True,1941,1950,1963,DE HAVILLAND,UK,12.55,16.51,,,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,False,fuselage,1,,
MQ1,MQ-1 Predator,M,MQ1.jpeg,AC0,360,True,1995,2018,2018,GENERAL ATOMICS,USA,8.23,14.8,,,prop,['tail'],1,L1P,low,straight,False,False,False,False,False,False,V-tail,0,,
MQ9,MQ-9 Reaper,M,,,300,True,2007,,,GENERAL ATOMICS,USA,11.7,24,,,prop,['tail'],1,L1P,mid,straight,False,False,False,False,False,False,V-tail,0,,
MRCR,Mercure 100,M,Mercure-100.jpg,AC7,12,True,1971,1975,1995,DASSAULT,FRANCE,34.84,30.55,,,jet,['wings'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
MRF1,Mirage F1,M,MRF1_3D.jpg,AC0,726,True,1973,1992,,DASSAULT,FRANCE,15.3,8.4,,,jet,['fuselage'],1,L1J,high,swept,False,False,False,False,False,False,fuselage,1,,
MU2,"MU-2 Short body, LR-1",C,mitsubishi-MU2.jpg,AC1,405,True,1963,1986,,MITSUBISHI,JAPAN,10.1,11.94,,,prop,['wings'],2,L2T,high,straight,True,False,False,False,False,False,fuselage,1,,
MU2G,"MU-2 Long body, Marquise",C,MU2_3D.jpg,AC3,329,True,1969,1987,,MITSUBISHI,JAPAN,12.01,11.94,,,prop,['wings'],2,L2T,high,straight,True,False,False,False,False,False,fuselage,1,,
MUS2,M-2 Mustang 2,C,MUS2.jpg,AC0,480,True,2015,,,MUSTANG,USA,5.94,7.37,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
MY4,"M-4 Bison, 3M Molot",M,myasishev_m4_bison.jpg,AC7,125,True,,,,MYASISHCHEV,RUSSIA,47.2,50.5,,,jet,['fuselage'],4,L4J,high,swept,True,False,False,False,False,False,cruciform,1,,
MYS4,Mystere-IVA,M,Mystere_IVA.png,AC2,411,True,1953,1958,1980,DASSAULT,FRANCE,12.89,11.12,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,cruciform,1,,
N262,Mohawk 298,C,N262_3D.jpg,AC0,110,True,,,,AEROSPATIALE,FRANCE,19.28,21.9,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
NAVI,Ryan Navion,C,navion.jpg,AC2,2634,True,1948,,,NORTH AMERICAN,USA,8.38,10.19,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
NIM,Nimrod,M,NIM_3D.jpg,AC2,49,True,1969,,2011,BAE SYSTEMS,UK,38.63,39,,,jet,['wings'],4,L4J,low,swept,True,False,False,False,False,False,fuselage,1,,
NOMA,N.22 Nomad,M,gaf-n-22-nomad.jpg,AC2,172,True,1975,1985,1993,GAF,AUSTRALIA,12.57,16.46,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
NORA,Noratlas,M,NORA.png,AC0,425,True,1953,1961,1989,NORD,FRANCE,21.96,32.5,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,True,fuselage,2,,
NORS,Norseman,C,Norseman_color.png,AC2,904,True,1935,1959,,NOORDUYN,CANADA,9.86,15.7,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
NORSF,Norseman Seaplane,C,Norseman_floatplane.jpg,AC2,904,True,1935,1959,,NOORDUYN,CANADA,9.86,15.7,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
O1,L-19 O-1 Bird Dog,X,01928-mid.jpg,AC2,3100,True,1950,1959,1974,CESSNA,USA,7.87,10.97,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
O1A,L-19 O-1 Bird Dog Amphibian,X,22925-mid.jpg,AC2,331,True,1950,1959,1974,CESSNA,USA,7.87,10.97,,,prop,['nose'],1,A1P,high,straight,False,False,False,True,False,False,fuselage,1,,
OSCR,V-1,C,V1-0-ExternalView-Up.jpg,AC0,312,True,1967,,,VULCANAIR,ITALY,7.24,9.986,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
P06T,P-2006T ,C,tecnam-p2006t-aeronautica-militare.png,AC2,578,True,2007,,,TECNAM,ITALY,8.7,11.4,,,prop,['wings'],2,L2P,high,straight,False,True,False,False,False,False,fuselage,1,,
P1,P-1,M,P1.jpg,AC0,60,True,2013,,,KAWASAKI,JAPAN,38,35.4,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,False,False,fuselage,1,,
P149,P.149,X,notice-piaggio-p149-italie.jpg,AC2,278,True,1953,,1990,PIAGGIO,ITALY,8.8,11.12,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P180,P.180 Avanti,X,P180_3D.jpg,AC2,246,True,,,,PIAGGIO,ITALY,14.4,14,,,prop,['wings'],2,L2P,mid,straight,False,False,True,False,False,False,T-tail,1,,
P208,P-2008,C,P2008-JC.jpg,AC2,100,True,2009,,,TECNAM,ITALY,6.97,9,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
P212,P-2012 Traveller,C,23043-mid.jpg,AC0,200,True,2016,,,TECNAM,ITALY,11.8,14,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
P212S,P-2012 STOL,C,tecnam-p2012.png,AC0,50,True,2022,,,TECNAM,ITALY,11.8,16.6,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
P28A,PA-28-140/150/160/180 Cherokee,C,PA-28-Cherokee.png,AC2,6000,True,1960,,,PIPER,USA,7.1,9.14,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P28B,PA-28-235 Cherokee Charger,C,R.png,AC2,6000,True,1960,,,PIPER,USA,7.35,9.75,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P28C,PA-28R-200 Cherokee Arrow 2,C,PA-28R-200-Cherokee-f2-12.png,AC0,6000,True,1960,,,PIPER,USA,7.35,9.81,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P28R,PA-28R-180 Cherokee Arrow,C,P28R_3D.jpg,AC0,6000,True,1960,,,PIPER,USA,7.25,10.67,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P28S,PA-28R-201T Turbo Arrow 3,C,P28A_3D.jpg,AC0,6000,True,1960,,,PIPER,USA,7.55,10.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P28T,PA-28RT-201T Turbo Arrow 4,C,Piper_P28RT.jpg,AC0,6000,True,1960,,,PIPER,USA,8.3,10.8,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,T-tail,1,,
P2V3,P2V-3 Neptune,M,lockheed_p2v_2_neptune-90531.jpg,AC0,245,True,1947,,1984,LOCKHEED,USA,23.76,30.48,,,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,False,fuselage,1,V-1 through V-4 and V-6B,
P2V7,P2V-7 Neptune,M,P2.png,AC3,932,True,1947,,1984,LOCKHEED,USA,27.94,31.5,,,prop,['wings'],2,L2P,mid,straight,True,False,False,False,False,False,fuselage,1,,
P3,P-3 Orion,M,P3_3D.jpg,AC0,757,True,1962,1990,,LOCKHEED,USA,35.6,30.4,,,prop,['wings'],4,L4T,low,straight,False,False,False,False,False,False,fuselage,1,,
P32R,PA-32 Saratoga,C,P32R_3D.jpg,AC0,205,True,1975,2009,,PIPER,USA,8.6,11,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P32T,PA-32 Lance II,C,Piper_PA-32RT-301_Lance_II.jpg,AC0,18,True,1978,2009,,PIPER,USA,8.84,10,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,T-tail,1,,
P36,P-36,M,Curtiss_H-75.jpeg,AC0,1115,True,1938,,1954,CURTIS,USA,8.69,11.38,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P38,P-38 Lightening,M,p38.png,AC7,10037,True,1941,1945,1965,LOCKHEED,USA,11.53,15.85,,,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,True,fuselage,2,,
P40,P-40,M,P-40.jpeg,AC0,13738,True,1939,1944,1958,CURTIS,USA,9.665,11.367,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P46T,"PA-46-500TP Malibu Meridian, M500",C,Piper_P46T.jpg,AC2,695,True,2000,,,PIPER,USA,9.02,13.11,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P47,P-47,M,Republic_P-47B_Thunderbolt.png,AC0,15636,True,1942,1945,1966,REPUBLIC,USA,11.02,12.43,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P4Y,PB4Y-2 Privateer,M,pb4y2.png,AC0,739,True,1943,1945,1958,CONSOLIDATED,USA,22.73,33.53,,,prop,['wings'],4,L4P,mid,straight,False,False,False,False,False,False,fuselage,1,,
